2026-05-05 16:41:20.971 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 17:14:20.299 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:14:22.129 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:48 - 获取 MCP 通用配置
2026-05-05 17:14:22.166 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:60 - MCP 通用配置不存在，返回默认配置
2026-05-05 17:14:22.175 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:259 - 获取 MCP 连接列表, enabled_only=False
2026-05-05 17:14:22.176 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:280 - 成功获取 MCP 连接列表，共 0 个连接
2026-05-05 17:14:22.396 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:259 - 获取 MCP 连接列表, enabled_only=False
2026-05-05 17:14:22.398 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:280 - 成功获取 MCP 连接列表，共 0 个连接
2026-05-05 17:14:43.976 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:14:44.180 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:15:11.804 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:15:11.910 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:15:11.911 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:15:11.913 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:15:11.914 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 17:39:48.526 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:48 - 获取 MCP 通用配置
2026-05-05 17:39:48.563 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:60 - MCP 通用配置不存在，返回默认配置
2026-05-05 17:39:48.733 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:48 - 获取 MCP 通用配置
2026-05-05 17:39:48.734 | INFO     | chatchat.server.api_server.mcp_routes:get_mcp_profile_endpoint:60 - MCP 通用配置不存在，返回默认配置
2026-05-05 17:39:48.750 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:259 - 获取 MCP 连接列表, enabled_only=False
2026-05-05 17:39:48.752 | INFO     | chatchat.server.api_server.mcp_routes:list_mcp_connections:280 - 成功获取 MCP 连接列表，共 0 个连接
2026-05-05 19:13:28.284 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 19:13:28.285 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:13:28.350 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:13:28.351 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:13:28.351 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:13:28.352 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:24.194 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 19:17:24.195 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:24.274 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:24.276 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:24.276 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:24.277 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:25.346 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:25.421 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:25.421 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:25.422 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:25.423 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.175 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.314 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.314 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.315 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.316 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.747 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.849 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.850 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.851 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:26.852 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:27.390 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:27.505 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:27.506 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:27.507 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:27.508 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:28.092 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:28.149 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:28.150 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:28.151 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:28.152 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:30.478 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:30.586 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:30.588 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:30.589 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:17:30.590 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:18:14.655 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:18:14.722 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:18:14.724 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:18:14.726 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:18:14.727 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:19:09.911 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 19:19:09.947 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:19:10.044 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:19:10.045 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:19:10.045 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:19:10.046 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:31.805 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 19:35:31.843 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:31.931 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:31.932 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:31.933 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:31.935 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:33.629 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:33.694 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:33.695 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:33.696 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:33.696 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:35.133 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:35.260 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:35.261 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:35.262 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 19:35:35.263 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:09.627 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 20:45:09.666 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:09.744 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:09.745 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:09.746 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:09.747 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:10.214 | WARNING  | chatchat.server.utils:detect_xf_models:105 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2026-05-05 20:45:10.251 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:10.912 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:11.049 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:11.122 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:11.252 | WARNING  | chatchat.server.utils:get_default_llm:206 - default llm model glm4-chat is not found in available llms, using qwen:7b instead
2026-05-05 20:45:16.089 | ERROR    | chatchat.server.chat.chat:chat_iterator_event:291 - error in chat: 'output'
